head_node_label,head_node_attritute,r_type,r_attritube,tail_node_label,tail_node_attribute
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'金宝贝幼儿园',address:'古港镇穗港路', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'金色海洋艺术幼儿园',address:'镇头镇镇株路21号东北方向106米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'大围山果果幼儿园',address:'大围山镇东白公路旁', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'爱之星幼儿园',address:'集阳村正东方向105米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'西区实验幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'沙溪幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'浏阳英伦幼儿园',address:'天马路453正东方向83米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'香莲树幼儿园',address:'李畋西路13号正西方向56米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'百宜幼儿园',address:'百宜商贸三街21', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'红猫蓝兔幼儿园',address:'淮洲西街15', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'弘正教育·温馨幼儿园',address:'上新路188', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'北盛中心幼儿园',address:'府前路185', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'培英幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'书院村中心幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'湘博幼儿园',address:'南园安置小区L栋正北方向174米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'龙凤幼儿园',address:'天马路19西北方向124米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'小天使幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'艺星幼儿园',address:'佳景金玉国际城旁正东方向92米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'浏阳市关口镇街道中心幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'蓝精灵幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'自然树幼儿园',address:'花炮大道与庆泰南路交汇处正东方向61米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'维也纳春天幼儿园',address:'人民东路173', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'智慧星幼儿园',address:'柏加镇柏沱路', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'童星实验幼儿园',address:'磷矿路附近东北方向148米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'金种子幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'浏阳市机关幼儿园',address:'梅花二街54号', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'笑笑幼儿园',address:'东兴街正西方向105米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'浏阳荷花新星宝贝幼儿园',address:'唐洲小区31', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'南川激情幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'亮点幼稚园',address:'永龙路442', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'早城阳光幼儿园',address:'天马路278东北方向36米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'太平桥镇中心幼儿园',address:'太平桥镇景泰路西北方向176米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'博雅幼儿园',address:'官渡镇鑫湘大道红绿灯旁东北方向97米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'蕉溪乡高升幼儿园',address:'益宏路89西南方向153米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'强盛中心幼儿园',address:'大瑶镇强盛村', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'金鹰一幼儿园',address:'解放路116', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'沙市镇中心幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'大瑶圆梦艺术幼儿园',address:'瑶文路140', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'启智幼儿园',address:'小河乡田心村正东方向95米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'杨花乡中心幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'精英幼儿园',address:'株陵小区西38栋东北方向150米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'华福贝贝幼儿园',address:'大瑶镇南川社区瑶浏路308号正北方向142米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'童之梦艺术幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'蓝天启蒙幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'启程幼儿园',address:'天马路东北方向43米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'启蒙幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'浏阳甘棠小雅幼稚园',address:'镇头镇甘棠社区正南方向177米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'启蒙幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'智慧树幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'阳光幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'智慧果幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'培冠·珈琳幼儿园',address:'复兴南路107正南方向110米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'浏阳黄泥湾诚信幼儿园',address:'邮电路28号西北方向25米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'浏阳诚信幼稚园',address:'双拥东路55', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'跃龙幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'天才宝贝幼稚园',address:'桂花苑5栋正北方向58米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'香莲树幼儿园',address:'楼前组', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'喜洋洋音乐舞蹈幼儿园北盛分院',address:'新建路54号正西方向181米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'育苗幼儿园',address:'永安集镇正南方向123米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'汇景艺术幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'淳口镇中心幼儿园',address:'淳口派出所北侧正东方向109米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'繁荣幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'米德堡国际幼儿园',address:'石霜路107', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'欣欣幼儿园',address:'大围山路', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'淮川中心幼儿园',address:'淮东西路56', task_id:'school'"
